objid,sample,asset_id,OBJID,RA,DEC,NVOTE,P_EL,P_CW,P_ACW,P_EDGE,P_DK,P_MG,P_CS,P_EL_DEBIASED,P_CS_DEBIASED,SPIRAL,ELLIPTICAL,UNCERTAIN,image_path
587725552812032172,original,10410,587725552812032172,08:50:16.93,+57:17:54.9,32,0.438,0.156,0.0,0.312,0.094,0.0,0.469,0.137,0.733,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\10410.jpg
587725552812032218,original,10411,587725552812032218,08:50:36.95,+57:21:34.8,53,0.057,0.642,0.094,0.208,0.0,0.0,0.943,0.057,0.943,1,0,0,C:\Users\nandh\Downloads\images_gz2\images\10411.jpg
587725552812032220,original,10412,587725552812032220,08:50:29.94,+57:22:31.3,62,0.548,0.016,0.016,0.194,0.226,0.0,0.226,0.289,0.402,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\10412.jpg
587725552812097569,original,10413,587725552812097569,08:51:09.21,+57:19:31.0,19,0.632,0.053,0.053,0.211,0.053,0.0,0.316,0.45,0.489,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\10413.jpg
587725552812163215,original,10414,587725552812163215,08:52:12.98,+57:28:02.3,47,0.532,0.0,0.149,0.255,0.064,0.0,0.404,0.239,0.674,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\10414.jpg
587725552812228767,original,10415,587725552812228767,08:53:29.02,+57:35:55.0,41,0.22,0.024,0.073,0.634,0.049,0.0,0.732,0.119,0.829,1,0,0,C:\Users\nandh\Downloads\images_gz2\images\10415.jpg
587725552812294280,original,10416,587725552812294280,08:53:06.76,+57:44:44.6,40,0.775,0.025,0.0,0.125,0.075,0.0,0.15,0.73,0.194,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\10416.jpg
587725552812294326,original,10417,587725552812294326,08:54:09.09,+57:43:07.7,55,0.055,0.0,0.018,0.927,0.0,0.0,0.945,0.044,0.956,1,0,0,C:\Users\nandh\Downloads\images_gz2\images\10417.jpg
587725552812425369,original,10418,587725552812425369,08:55:12.86,+57:57:31.6,31,0.774,0.032,0.032,0.097,0.065,0.0,0.161,0.493,0.407,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\10418.jpg
587725552812490888,original,10419,587725552812490888,08:56:14.84,+58:02:09.1,21,0.19,0.0,0.714,0.095,0.0,0.0,0.81,0.091,0.909,1,0,0,C:\Users\nandh\Downloads\images_gz2\images\10419.jpg
587725552812556381,original,10420,587725552812556381,08:56:28.75,+58:06:29.7,33,0.667,0.121,0.03,0.182,0.0,0.0,0.333,0.418,0.582,1,0,0,C:\Users\nandh\Downloads\images_gz2\images\10420.jpg
587725552812556392,original,10421,587725552812556392,08:56:21.43,+58:08:30.3,31,0.871,0.0,0.0,0.065,0.065,0.0,0.065,0.867,0.069,0,1,0,C:\Users\nandh\Downloads\images_gz2\images\10421.jpg
587725552812556399,original,10422,587725552812556399,08:56:35.87,+58:07:49.7,34,0.794,0.029,0.059,0.059,0.059,0.0,0.147,0.559,0.357,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\10422.jpg
587725552812556413,original,10423,587725552812556413,08:57:01.73,+58:07:31.0,57,0.772,0.0,0.018,0.018,0.035,0.158,0.035,0.739,0.062,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\10423.jpg
587725552812621997,original,10424,587725552812621997,08:57:58.08,+58:08:10.1,30,0.1,0.233,0.033,0.6,0.033,0.0,0.867,0.054,0.912,1,0,0,C:\Users\nandh\Downloads\images_gz2\images\10424.jpg
587725552812753036,original,10425,587725552812753036,08:59:09.28,+58:30:03.3,53,0.264,0.491,0.0,0.226,0.0,0.019,0.717,0.264,0.717,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\10425.jpg
587725552812949560,original,10426,587725552812949560,09:01:27.69,+58:45:42.5,61,0.541,0.0,0.0,0.016,0.41,0.033,0.016,0.528,0.024,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\10426.jpg
587725552812949636,original,10427,587725552812949636,09:01:30.23,+58:44:04.6,70,0.429,0.014,0.014,0.529,0.014,0.0,0.557,0.129,0.852,1,0,0,C:\Users\nandh\Downloads\images_gz2\images\10427.jpg
587725552812949668,original,10428,587725552812949668,09:01:50.08,+58:46:24.0,39,0.897,0.026,0.026,0.026,0.026,0.0,0.077,0.897,0.077,0,1,0,C:\Users\nandh\Downloads\images_gz2\images\10428.jpg
587725552812949701,original,10429,587725552812949701,09:02:14.32,+58:48:09.4,31,0.839,0.032,0.0,0.032,0.065,0.032,0.065,0.736,0.152,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\10429.jpg
587725552813408407,original,10430,587725552813408407,09:07:28.15,+59:36:59.8,33,0.636,0.121,0.091,0.152,0.0,0.0,0.364,0.487,0.513,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\10430.jpg
587725552813539427,original,10431,587725552813539427,09:08:54.71,+59:42:09.1,43,0.186,0.0,0.023,0.791,0.0,0.0,0.814,0.072,0.928,1,0,0,C:\Users\nandh\Downloads\images_gz2\images\10431.jpg
587725552813539432,original,10432,587725552813539432,09:08:52.99,+59:43:21.2,28,0.071,0.036,0.607,0.214,0.036,0.036,0.857,0.07,0.858,1,0,0,C:\Users\nandh\Downloads\images_gz2\images\10432.jpg
587725552813736071,original,10435,587725552813736071,09:11:19.48,+60:01:18.6,23,0.826,0.0,0.0,0.043,0.13,0.0,0.043,0.826,0.043,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\10435.jpg
587725552813801516,original,10437,587725552813801516,09:13:09.36,+60:04:38.0,46,0.565,0.109,0.022,0.239,0.065,0.0,0.37,0.565,0.37,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\10437.jpg
587725552813932605,original,10441,587725552813932605,09:13:44.44,+60:19:08.0,30,0.867,0.033,0.033,0.067,0.0,0.0,0.133,0.726,0.274,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\10441.jpg
587725552814194803,original,10443,587725552814194803,09:18:04.14,+60:38:57.8,52,0.192,0.0,0.385,0.404,0.019,0.0,0.788,0.088,0.891,1,0,0,C:\Users\nandh\Downloads\images_gz2\images\10443.jpg
587725552814260354,original,10444,587725552814260354,09:18:39.52,+60:47:36.5,35,0.886,0.0,0.0,0.029,0.086,0.0,0.029,0.852,0.059,0,1,0,C:\Users\nandh\Downloads\images_gz2\images\10444.jpg
587725552814456959,original,10445,587725552814456959,09:21:38.75,+61:04:01.1,31,0.871,0.032,0.0,0.065,0.0,0.032,0.097,0.718,0.242,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\10445.jpg
587725552814456981,original,10446,587725552814456981,09:21:23.82,+61:09:05.1,18,0.611,0.056,0.0,0.111,0.222,0.0,0.167,0.552,0.219,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\10446.jpg
587725552814522517,original,10447,587725552814522517,09:23:29.38,+61:13:21.7,24,0.042,0.375,0.0,0.125,0.125,0.333,0.5,0.016,0.516,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\10447.jpg
587725552814719151,original,10448,587725552814719151,09:25:32.15,+61:30:17.5,30,0.033,0.9,0.0,0.067,0.0,0.0,0.967,0.033,0.967,1,0,0,C:\Users\nandh\Downloads\images_gz2\images\10448.jpg
587725552814784637,original,10449,587725552814784637,09:27:05.53,+61:31:53.6,31,0.677,0.032,0.097,0.161,0.032,0.0,0.29,0.362,0.59,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\10449.jpg
587725552815112319,original,10450,587725552815112319,09:31:27.96,+62:05:45.0,62,0.016,0.952,0.016,0.016,0.0,0.0,0.984,0.005,0.995,1,0,0,C:\Users\nandh\Downloads\images_gz2\images\10450.jpg
587725552815177850,original,10451,587725552815177850,09:33:02.64,+62:03:55.4,33,0.879,0.0,0.03,0.03,0.061,0.0,0.061,0.806,0.128,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\10451.jpg
587725552815177852,original,10452,587725552815177852,09:33:10.06,+62:03:37.1,27,0.963,0.0,0.037,0.0,0.0,0.0,0.037,0.923,0.077,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\10452.jpg
587725552815177857,original,10453,587725552815177857,09:33:12.36,+62:05:03.1,59,0.61,0.034,0.0,0.034,0.085,0.237,0.068,0.581,0.092,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\10453.jpg
587725552815505501,original,10454,587725552815505501,09:37:43.23,+62:38:07.1,33,0.848,0.0,0.0,0.0,0.121,0.03,0.0,0.848,0.0,0,1,0,C:\Users\nandh\Downloads\images_gz2\images\10454.jpg
587725552815833255,original,10456,587725552815833255,09:42:59.81,+63:06:30.5,26,0.654,0.038,0.0,0.038,0.269,0.0,0.077,0.639,0.091,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\10456.jpg
587725552816095353,original,10457,587725552816095353,09:48:20.89,+63:19:37.8,36,0.667,0.056,0.028,0.25,0.0,0.0,0.333,0.236,0.764,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\10457.jpg
587725552816291922,original,10458,587725552816291922,09:49:50.22,+63:39:47.5,24,0.667,0.042,0.042,0.125,0.083,0.042,0.208,0.384,0.434,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\10458.jpg
587725552816291956,original,10459,587725552816291956,09:50:46.86,+63:39:45.6,58,0.034,0.759,0.0,0.121,0.052,0.034,0.879,0.007,0.904,1,0,0,C:\Users\nandh\Downloads\images_gz2\images\10459.jpg
587725552816423023,original,10460,587725552816423023,09:52:49.15,+63:43:42.5,58,0.879,0.017,0.017,0.086,0.0,0.0,0.121,0.759,0.241,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\10460.jpg
587725552816423033,original,10461,587725552816423033,09:53:02.40,+63:43:12.4,19,0.947,0.0,0.0,0.053,0.0,0.0,0.053,0.849,0.151,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\10461.jpg
587725552816554144,original,10462,587725552816554144,09:55:10.04,+63:58:26.9,28,0.357,0.036,0.071,0.536,0.0,0.0,0.643,0.093,0.907,1,0,0,C:\Users\nandh\Downloads\images_gz2\images\10462.jpg
587725552816685240,original,10463,587725552816685240,09:57:59.31,+64:08:30.0,62,0.226,0.0,0.194,0.532,0.016,0.032,0.726,0.142,0.807,1,0,0,C:\Users\nandh\Downloads\images_gz2\images\10463.jpg
587725552816685250,original,10464,587725552816685250,09:57:48.49,+64:11:49.1,30,0.967,0.0,0.0,0.033,0.0,0.0,0.033,0.936,0.064,0,1,0,C:\Users\nandh\Downloads\images_gz2\images\10464.jpg
587725552817012844,original,10465,587725552817012844,10:02:52.48,+64:34:31.2,42,0.524,0.143,0.024,0.167,0.143,0.0,0.333,0.279,0.538,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\10465.jpg
587725552817078385,original,10466,587725552817078385,10:04:36.05,+64:29:12.9,40,0.1,0.475,0.1,0.325,0.0,0.0,0.9,0.063,0.937,1,0,0,C:\Users\nandh\Downloads\images_gz2\images\10466.jpg
587725552817406126,original,10467,587725552817406126,10:10:23.75,+65:01:51.6,32,0.844,0.031,0.0,0.031,0.094,0.0,0.062,0.736,0.153,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\10467.jpg
587725552817406135,original,10468,587725552817406135,10:10:24.91,+65:03:17.8,25,0.64,0.0,0.04,0.04,0.12,0.16,0.08,0.515,0.154,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\10468.jpg
587725552817602637,original,10470,587725552817602637,10:15:00.42,+65:08:23.6,33,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,C:\Users\nandh\Downloads\images_gz2\images\10470.jpg
587725552817733755,original,10471,587725552817733755,10:17:07.91,+65:20:14.2,26,0.846,0.077,0.0,0.038,0.038,0.0,0.115,0.661,0.288,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\10471.jpg
587725552817799288,original,10472,587725552817799288,10:17:28.50,+65:26:25.9,25,0.88,0.0,0.0,0.12,0.0,0.0,0.12,0.774,0.226,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\10472.jpg
587725552818061499,original,10473,587725552818061499,10:24:03.68,+65:42:20.2,28,0.821,0.0,0.071,0.071,0.036,0.0,0.143,0.696,0.264,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\10473.jpg
587725552818192502,original,10474,587725552818192502,10:26:03.68,+65:53:31.0,28,0.143,0.071,0.321,0.464,0.0,0.0,0.857,0.11,0.89,1,0,0,C:\Users\nandh\Downloads\images_gz2\images\10474.jpg
587725552818716783,original,10475,587725552818716783,10:36:20.45,+66:21:51.5,58,0.81,0.052,0.0,0.103,0.034,0.0,0.155,0.574,0.377,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\10475.jpg
587725552818716807,original,10476,587725552818716807,10:37:02.45,+66:18:40.5,32,0.656,0.062,0.031,0.219,0.031,0.0,0.312,0.558,0.409,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\10476.jpg
587725552819175502,original,10478,587725552819175502,10:45:45.54,+66:42:07.3,28,0.5,0.0,0.036,0.393,0.071,0.0,0.429,0.272,0.64,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\10478.jpg
587725552819175537,original,10479,587725552819175537,10:46:07.62,+66:43:32.7,59,0.847,0.017,0.0,0.102,0.034,0.0,0.119,0.847,0.119,0,1,0,C:\Users\nandh\Downloads\images_gz2\images\10479.jpg
587725552819306643,original,10480,587725552819306643,10:48:20.63,+66:53:04.4,31,0.806,0.0,0.032,0.097,0.065,0.0,0.129,0.626,0.291,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\10480.jpg
587725552819306667,original,10481,587725552819306667,10:48:35.68,+66:54:06.8,29,0.517,0.0,0.034,0.414,0.034,0.0,0.448,0.281,0.677,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\10481.jpg
587725552819437717,original,10482,587725552819437717,10:52:31.01,+66:53:15.5,24,0.583,0.083,0.167,0.125,0.042,0.0,0.375,0.357,0.592,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\10482.jpg
587725552819503299,original,10483,587725552819503299,10:54:18.50,+66:59:58.3,56,0.643,0.0,0.0,0.232,0.125,0.0,0.232,0.643,0.232,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\10483.jpg
587725552819634248,original,10486,587725552819634248,10:56:39.17,+67:10:49.0,30,0.2,0.067,0.0,0.2,0.2,0.333,0.267,0.167,0.292,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\10486.jpg
587725552819699854,original,10487,587725552819699854,10:58:32.41,+67:05:46.5,41,0.854,0.024,0.049,0.024,0.049,0.0,0.098,0.83,0.121,0,1,0,C:\Users\nandh\Downloads\images_gz2\images\10487.jpg
587725552819830886,original,10488,587725552819830886,10:59:59.50,+67:17:37.3,60,0.033,0.267,0.0,0.7,0.0,0.0,0.967,0.013,0.987,1,0,0,C:\Users\nandh\Downloads\images_gz2\images\10488.jpg
587725552820093011,original,10490,587725552820093011,11:06:28.62,+67:29:24.5,43,0.023,0.0,0.0,0.977,0.0,0.0,0.977,0.009,0.991,1,0,0,C:\Users\nandh\Downloads\images_gz2\images\10490.jpg
587725552820355202,original,10491,587725552820355202,11:12:55.24,+67:36:49.8,29,0.138,0.207,0.103,0.552,0.0,0.0,0.862,0.053,0.947,1,0,0,C:\Users\nandh\Downloads\images_gz2\images\10491.jpg
587725552820486154,original,10492,587725552820486154,11:15:21.16,+67:39:27.9,26,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,C:\Users\nandh\Downloads\images_gz2\images\10492.jpg
587725552820486256,original,10494,587725552820486256,11:15:23.57,+67:44:49.2,23,0.87,0.043,0.0,0.043,0.043,0.0,0.087,0.731,0.216,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\10494.jpg
587725552820486278,original,10495,587725552820486278,11:16:18.80,+67:39:48.2,27,0.815,0.0,0.0,0.037,0.074,0.074,0.037,0.805,0.046,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\10495.jpg
587725552820551754,original,10496,587725552820551754,11:16:37.81,+67:43:57.4,34,0.206,0.059,0.206,0.412,0.088,0.029,0.676,0.134,0.744,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\10496.jpg
587725552820813949,original,10498,587725552820813949,11:24:11.66,+67:48:31.4,24,0.875,0.0,0.0,0.0,0.125,0.0,0.0,0.875,0.0,0,1,0,C:\Users\nandh\Downloads\images_gz2\images\10498.jpg
587725552820879469,original,10499,587725552820879469,11:25:42.92,+67:50:01.3,20,0.15,0.5,0.0,0.25,0.05,0.05,0.75,0.15,0.75,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\10499.jpg
587725552820945019,original,10500,587725552820945019,11:26:52.87,+67:57:02.6,62,0.871,0.0,0.032,0.0,0.081,0.016,0.032,0.756,0.115,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\10500.jpg
587725552821141618,original,10501,587725552821141618,11:32:00.51,+67:54:59.4,39,0.308,0.026,0.128,0.462,0.077,0.0,0.615,0.138,0.774,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\10501.jpg
587725552821207167,original,10502,587725552821207167,11:32:39.73,+67:55:22.5,58,0.948,0.017,0.0,0.0,0.034,0.0,0.017,0.937,0.028,0,1,0,C:\Users\nandh\Downloads\images_gz2\images\10502.jpg
587725552821207225,original,10503,587725552821207225,11:33:21.95,+68:06:11.6,29,0.828,0.0,0.034,0.0,0.103,0.034,0.034,0.827,0.035,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\10503.jpg
587725552821272678,original,10504,587725552821272678,11:34:27.07,+67:58:40.4,32,0.531,0.031,0.0,0.375,0.031,0.031,0.406,0.197,0.711,1,0,0,C:\Users\nandh\Downloads\images_gz2\images\10504.jpg
587725552821469367,original,10505,587725552821469367,11:39:04.42,+68:08:38.2,30,0.233,0.067,0.367,0.167,0.033,0.133,0.6,0.09,0.722,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\10505.jpg
587725552821469396,original,10506,587725552821469396,11:39:29.45,+68:10:18.8,34,0.912,0.0,0.029,0.029,0.029,0.0,0.059,0.872,0.098,0,1,0,C:\Users\nandh\Downloads\images_gz2\images\10506.jpg
587725552821534908,original,10507,587725552821534908,11:40:21.62,+68:04:55.9,70,0.714,0.114,0.0,0.043,0.129,0.0,0.157,0.658,0.21,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\10507.jpg
587725552821534933,original,10508,587725552821534933,11:40:39.98,+68:07:12.6,30,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1,0,0,C:\Users\nandh\Downloads\images_gz2\images\10508.jpg
587725552821534941,original,10509,587725552821534941,11:40:46.85,+68:09:46.5,24,0.333,0.0,0.0,0.583,0.083,0.0,0.583,0.185,0.723,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\10509.jpg
587725552821534954,original,10510,587725552821534954,11:41:05.84,+68:10:51.9,17,0.0,0.941,0.0,0.0,0.0,0.059,0.941,0.0,0.941,1,0,0,C:\Users\nandh\Downloads\images_gz2\images\10510.jpg
587725552821862484,original,10512,587725552821862484,11:47:58.88,+68:17:02.2,44,0.864,0.0,0.0,0.023,0.091,0.023,0.023,0.853,0.033,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\10512.jpg
587725552821862516,original,10513,587725552821862516,11:49:00.85,+68:10:52.0,50,0.04,0.0,0.56,0.08,0.02,0.3,0.64,0.018,0.657,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\10513.jpg
587725552822321258,original,10514,587725552822321258,12:00:01.94,+68:18:26.4,25,0.52,0.04,0.04,0.24,0.16,0.0,0.32,0.257,0.53,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\10514.jpg
587725552822386699,original,10515,587725552822386699,12:01:09.86,+68:16:58.5,24,0.917,0.0,0.0,0.0,0.083,0.0,0.0,0.917,0.0,0,1,0,C:\Users\nandh\Downloads\images_gz2\images\10515.jpg
587725552822386836,original,10516,587725552822386836,12:02:15.61,+68:23:19.2,51,0.882,0.02,0.0,0.078,0.02,0.0,0.098,0.751,0.226,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\10516.jpg
587725552822714508,original,10518,587725552822714508,12:09:52.38,+68:20:12.0,32,0.312,0.094,0.344,0.219,0.031,0.0,0.656,0.101,0.862,1,0,0,C:\Users\nandh\Downloads\images_gz2\images\10518.jpg
587725552822780094,original,10519,587725552822780094,12:11:48.64,+68:29:03.4,31,0.645,0.032,0.0,0.258,0.065,0.0,0.29,0.557,0.376,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\10519.jpg
587725552822845510,original,10520,587725552822845510,12:12:31.41,+68:28:25.3,23,0.87,0.0,0.0,0.087,0.0,0.043,0.087,0.67,0.266,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\10520.jpg
587725552822845553,original,10521,587725552822845553,12:13:29.45,+68:29:18.5,27,0.852,0.0,0.0,0.111,0.0,0.037,0.111,0.779,0.182,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\10521.jpg
587725552822911108,original,10522,587725552822911108,12:14:12.63,+68:21:14.8,46,0.152,0.022,0.696,0.13,0.0,0.0,0.848,0.091,0.909,1,0,0,C:\Users\nandh\Downloads\images_gz2\images\10522.jpg
587725552822976578,original,10524,587725552822976578,12:15:37.23,+68:24:05.3,76,0.934,0.0,0.026,0.026,0.013,0.0,0.053,0.838,0.147,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\10524.jpg
587725552823107713,original,10525,587725552823107713,12:19:27.91,+68:32:32.2,66,0.833,0.015,0.03,0.061,0.061,0.0,0.106,0.728,0.204,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\10525.jpg
587725552823304303,original,10526,587725552823304303,12:23:40.62,+68:28:48.6,33,0.394,0.091,0.0,0.485,0.03,0.0,0.576,0.18,0.784,1,0,0,C:\Users\nandh\Downloads\images_gz2\images\10526.jpg
587725552823369901,original,10527,587725552823369901,12:26:50.33,+68:29:52.2,24,0.5,0.042,0.083,0.292,0.083,0.0,0.417,0.192,0.691,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\10527.jpg
587725552823435275,original,10528,587725552823435275,12:27:01.72,+68:25:11.3,59,0.559,0.017,0.051,0.034,0.102,0.237,0.102,0.452,0.167,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\10528.jpg
587725552823435346,original,10529,587725552823435346,12:26:53.13,+68:31:32.5,33,0.848,0.0,0.03,0.0,0.121,0.0,0.03,0.815,0.059,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\10529.jpg
587725552823763093,original,10533,587725552823763093,12:36:21.18,+68:22:22.8,28,0.286,0.143,0.143,0.393,0.0,0.036,0.679,0.203,0.76,1,0,0,C:\Users\nandh\Downloads\images_gz2\images\10533.jpg
587725552823828689,original,10535,587725552823828689,12:37:33.30,+68:24:33.3,38,0.763,0.026,0.0,0.158,0.053,0.0,0.184,0.629,0.312,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\10535.jpg
587725552823894108,original,10536,587725552823894108,12:38:20.28,+68:23:19.1,62,0.532,0.081,0.032,0.242,0.081,0.032,0.355,0.429,0.452,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\10536.jpg
587725552823894115,original,10537,587725552823894115,12:38:34.37,+68:23:09.9,37,0.378,0.351,0.0,0.243,0.0,0.027,0.595,0.175,0.793,1,0,0,C:\Users\nandh\Downloads\images_gz2\images\10537.jpg
587725552823894146,original,10538,587725552823894146,12:39:37.23,+68:27:50.8,59,0.203,0.017,0.356,0.39,0.034,0.0,0.763,0.078,0.884,1,0,0,C:\Users\nandh\Downloads\images_gz2\images\10538.jpg
587725552823959715,original,10539,587725552823959715,12:41:20.70,+68:22:26.4,55,0.836,0.0,0.055,0.091,0.018,0.0,0.145,0.771,0.21,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\10539.jpg
587725552823959716,original,10540,587725552823959716,12:41:31.05,+68:27:38.6,27,0.889,0.0,0.0,0.037,0.074,0.0,0.037,0.822,0.095,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\10540.jpg
587725552824025206,original,10542,587725552824025206,12:42:46.07,+68:25:54.5,25,0.76,0.0,0.04,0.12,0.04,0.04,0.16,0.706,0.212,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\10542.jpg
587725552824090744,original,10543,587725552824090744,12:44:02.99,+68:25:21.3,35,0.029,0.914,0.0,0.0,0.0,0.057,0.914,0.029,0.914,1,0,0,C:\Users\nandh\Downloads\images_gz2\images\10543.jpg
587725552824549519,original,10544,587725552824549519,12:55:11.61,+68:08:03.6,60,0.2,0.017,0.017,0.75,0.0,0.017,0.783,0.107,0.875,1,0,0,C:\Users\nandh\Downloads\images_gz2\images\10544.jpg
587725552824615007,original,10545,587725552824615007,12:56:16.03,+68:13:24.8,62,0.21,0.032,0.081,0.677,0.0,0.0,0.79,0.056,0.944,1,0,0,C:\Users\nandh\Downloads\images_gz2\images\10545.jpg
587725552824680577,original,10547,587725552824680577,12:59:03.76,+68:15:36.0,32,0.25,0.062,0.031,0.5,0.125,0.031,0.594,0.237,0.607,0,0,1,C:\Users\nandh\Downloads\images_gz2\images\10547.jpg
